CanonicalSmiles,IsomericSmiles_x,inchi,Table,URL,SearchQuery,SMILES
C=C(C)C(=C)C,CC(=C)C(=C)C,"InChI=1S/C6H10/c1-5(2)6(3)4/h1,3H2,2,4H3","<table aria-label=""Antoine Equation Parameters"" class=""data""><tr>
<th scope=""col"">Temperature (K)</th>
<th scope=""col"">A</th>
<th scope=""col"">B</th>
<th scope=""col"">C</th>
<th scope=""col"">Reference</th>
<th scope=""col"">Comment</th>
</tr>
<tr class=""exp""><td class=""right-nowrap"">273.19 to 341.6</td><td class=""right-nowrap"">4.27218</td><td class=""right-nowrap"">1315.15</td><td class=""right-nowrap"">-33.416</td><td style=""text-align: left;""><a href=""#ref-7"">Cummings and McLaughlin, 1955</a></td><td style=""text-align: left;"">Coefficents calculated by NIST from author's data.</td></tr>
</table>",https://webbook.nist.gov/cgi/cbook.cgi?ID=C513815&Units=SI&Mask=4,C6H*O0F0,C=C(C)C(=C)C
C=C(C)C(=C)C,CC(=C)C(=C)C,"InChI=1S/C6H10/c1-5(2)6(3)4/h1,3H2,2,4H3","<table aria-label=""Antoine Equation Parameters"" class=""data""><tr>
<th scope=""col"">Temperature (K)</th>
<th scope=""col"">A</th>
<th scope=""col"">B</th>
<th scope=""col"">C</th>
<th scope=""col"">Reference</th>
<th scope=""col"">Comment</th>
</tr>
<tr class=""exp""><td class=""right-nowrap"">273.19 to 341.6</td><td class=""right-nowrap"">4.27218</td><td class=""right-nowrap"">1315.15</td><td class=""right-nowrap"">-33.416</td><td style=""text-align: left;""><a href=""#ref-7"">Cummings and McLaughlin, 1955</a></td><td style=""text-align: left;"">Coefficents calculated by NIST from author's data.</td></tr>
</table>",https://webbook.nist.gov/cgi/cbook.cgi?ID=C513815&Units=SI&Mask=4,C6H*O0F0,C=C(C)C(=C)C
C=C(C)C(=C)C,CC(=C)C(=C)C,"InChI=1S/C6H10/c1-5(2)6(3)4/h1,3H2,2,4H3","<table aria-label=""Antoine Equation Parameters"" class=""data""><tr>
<th scope=""col"">Temperature (K)</th>
<th scope=""col"">A</th>
<th scope=""col"">B</th>
<th scope=""col"">C</th>
<th scope=""col"">Reference</th>
<th scope=""col"">Comment</th>
</tr>
<tr class=""exp""><td class=""right-nowrap"">273.19 to 341.6</td><td class=""right-nowrap"">4.27218</td><td class=""right-nowrap"">1315.15</td><td class=""right-nowrap"">-33.416</td><td style=""text-align: left;""><a href=""#ref-7"">Cummings and McLaughlin, 1955</a></td><td style=""text-align: left;"">Coefficents calculated by NIST from author's data.</td></tr>
</table>",https://webbook.nist.gov/cgi/cbook.cgi?ID=C513815&Units=SI&Mask=4,C6H*O0F0,C=C(C)C(=C)C
C=C(C)C(=C)C,CC(=C)C(=C)C,"InChI=1S/C6H10/c1-5(2)6(3)4/h1,3H2,2,4H3","<table aria-label=""Antoine Equation Parameters"" class=""data""><tr>
<th scope=""col"">Temperature (K)</th>
<th scope=""col"">A</th>
<th scope=""col"">B</th>
<th scope=""col"">C</th>
<th scope=""col"">Reference</th>
<th scope=""col"">Comment</th>
</tr>
<tr class=""exp""><td class=""right-nowrap"">273.19 to 341.6</td><td class=""right-nowrap"">4.27218</td><td class=""right-nowrap"">1315.15</td><td class=""right-nowrap"">-33.416</td><td style=""text-align: left;""><a href=""#ref-7"">Cummings and McLaughlin, 1955</a></td><td style=""text-align: left;"">Coefficents calculated by NIST from author's data.</td></tr>
</table>",https://webbook.nist.gov/cgi/cbook.cgi?ID=C513815&Units=SI&Mask=4,C6H*O0F0,C=C(C)C(=C)C
C=C(C)C(=C)C,CC(=C)C(=C)C,"InChI=1S/C6H10/c1-5(2)6(3)4/h1,3H2,2,4H3","<table aria-label=""Antoine Equation Parameters"" class=""data""><tr>
<th scope=""col"">Temperature (K)</th>
<th scope=""col"">A</th>
<th scope=""col"">B</th>
<th scope=""col"">C</th>
<th scope=""col"">Reference</th>
<th scope=""col"">Comment</th>
</tr>
<tr class=""exp""><td class=""right-nowrap"">273.19 to 341.6</td><td class=""right-nowrap"">4.27218</td><td class=""right-nowrap"">1315.15</td><td class=""right-nowrap"">-33.416</td><td style=""text-align: left;""><a href=""#ref-7"">Cummings and McLaughlin, 1955</a></td><td style=""text-align: left;"">Coefficents calculated by NIST from author's data.</td></tr>
</table>",https://webbook.nist.gov/cgi/cbook.cgi?ID=C513815&Units=SI&Mask=4,C6H*O0F0,C=C(C)C(=C)C
C=C(C)C(=C)C,CC(=C)C(=C)C,"InChI=1S/C6H10/c1-5(2)6(3)4/h1,3H2,2,4H3","<table aria-label=""Antoine Equation Parameters"" class=""data""><tr>
<th scope=""col"">Temperature (K)</th>
<th scope=""col"">A</th>
<th scope=""col"">B</th>
<th scope=""col"">C</th>
<th scope=""col"">Reference</th>
<th scope=""col"">Comment</th>
</tr>
<tr class=""exp""><td class=""right-nowrap"">273.19 to 341.6</td><td class=""right-nowrap"">4.27218</td><td class=""right-nowrap"">1315.15</td><td class=""right-nowrap"">-33.416</td><td style=""text-align: left;""><a href=""#ref-7"">Cummings and McLaughlin, 1955</a></td><td style=""text-align: left;"">Coefficents calculated by NIST from author's data.</td></tr>
</table>",https://webbook.nist.gov/cgi/cbook.cgi?ID=C513815&Units=SI&Mask=4,C6H*O0F0,C=C(C)C(=C)C
C=C(C)C(=C)C,CC(=C)C(=C)C,"InChI=1S/C6H10/c1-5(2)6(3)4/h1,3H2,2,4H3","<table aria-label=""Antoine Equation Parameters"" class=""data""><tr>
<th scope=""col"">Temperature (K)</th>
<th scope=""col"">A</th>
<th scope=""col"">B</th>
<th scope=""col"">C</th>
<th scope=""col"">Reference</th>
<th scope=""col"">Comment</th>
</tr>
<tr class=""exp""><td class=""right-nowrap"">273.19 to 341.6</td><td class=""right-nowrap"">4.27218</td><td class=""right-nowrap"">1315.15</td><td class=""right-nowrap"">-33.416</td><td style=""text-align: left;""><a href=""#ref-7"">Cummings and McLaughlin, 1955</a></td><td style=""text-align: left;"">Coefficents calculated by NIST from author's data.</td></tr>
</table>",https://webbook.nist.gov/cgi/cbook.cgi?ID=C513815&Units=SI&Mask=4,C6H*O0F0,C=C(C)C(=C)C
C=C(C)C(=C)C,CC(=C)C(=C)C,"InChI=1S/C6H10/c1-5(2)6(3)4/h1,3H2,2,4H3","<table aria-label=""Antoine Equation Parameters"" class=""data""><tr>
<th scope=""col"">Temperature (K)</th>
<th scope=""col"">A</th>
<th scope=""col"">B</th>
<th scope=""col"">C</th>
<th scope=""col"">Reference</th>
<th scope=""col"">Comment</th>
</tr>
<tr class=""exp""><td class=""right-nowrap"">273.19 to 341.6</td><td class=""right-nowrap"">4.27218</td><td class=""right-nowrap"">1315.15</td><td class=""right-nowrap"">-33.416</td><td style=""text-align: left;""><a href=""#ref-7"">Cummings and McLaughlin, 1955</a></td><td style=""text-align: left;"">Coefficents calculated by NIST from author's data.</td></tr>
</table>",https://webbook.nist.gov/cgi/cbook.cgi?ID=C513815&Units=SI&Mask=4,C6H*O0F0,C=C(C)C(=C)C
C=C(C)C(=C)C,CC(=C)C(=C)C,"InChI=1S/C6H10/c1-5(2)6(3)4/h1,3H2,2,4H3","<table aria-label=""Antoine Equation Parameters"" class=""data""><tr>
<th scope=""col"">Temperature (K)</th>
<th scope=""col"">A</th>
<th scope=""col"">B</th>
<th scope=""col"">C</th>
<th scope=""col"">Reference</th>
<th scope=""col"">Comment</th>
</tr>
<tr class=""exp""><td class=""right-nowrap"">273.19 to 341.6</td><td class=""right-nowrap"">4.27218</td><td class=""right-nowrap"">1315.15</td><td class=""right-nowrap"">-33.416</td><td style=""text-align: left;""><a href=""#ref-7"">Cummings and McLaughlin, 1955</a></td><td style=""text-align: left;"">Coefficents calculated by NIST from author's data.</td></tr>
</table>",https://webbook.nist.gov/cgi/cbook.cgi?ID=C513815&Units=SI&Mask=4,C6H*O0F0,C=C(C)C(=C)C
C=C(C)C(=C)C,CC(=C)C(=C)C,"InChI=1S/C6H10/c1-5(2)6(3)4/h1,3H2,2,4H3","<table aria-label=""Antoine Equation Parameters"" class=""data""><tr>
<th scope=""col"">Temperature (K)</th>
<th scope=""col"">A</th>
<th scope=""col"">B</th>
<th scope=""col"">C</th>
<th scope=""col"">Reference</th>
<th scope=""col"">Comment</th>
</tr>
<tr class=""exp""><td class=""right-nowrap"">273.19 to 341.6</td><td class=""right-nowrap"">4.27218</td><td class=""right-nowrap"">1315.15</td><td class=""right-nowrap"">-33.416</td><td style=""text-align: left;""><a href=""#ref-7"">Cummings and McLaughlin, 1955</a></td><td style=""text-align: left;"">Coefficents calculated by NIST from author's data.</td></tr>
</table>",https://webbook.nist.gov/cgi/cbook.cgi?ID=C513815&Units=SI&Mask=4,C6H*O0F0,C=C(C)C(=C)C
CC1CCCC1,CC1CCCC1,"InChI=1S/C6H12/c1-6-4-2-3-5-6/h6H,2-5H2,1H3","<table aria-label=""Antoine Equation Parameters"" class=""data""><tr>
<th scope=""col"">Temperature (K)</th>
<th scope=""col"">A</th>
<th scope=""col"">B</th>
<th scope=""col"">C</th>
<th scope=""col"">Reference</th>
</tr>
<tr class=""exp""><td class=""right-nowrap"">288.18 to 345.78</td><td class=""right-nowrap"">3.98773</td><td class=""right-nowrap"">1186.059</td><td class=""right-nowrap"">-47.108</td><td style=""text-align: left;""><a href=""#ref-10"">Williamham, Taylor, et al., 1945</a></td></tr>
</table>",https://webbook.nist.gov/cgi/cbook.cgi?ID=C96377&Units=SI&Mask=4,C6H*O0F0,CC1CCCC1
CC1CCCC1,CC1CCCC1,"InChI=1S/C6H12/c1-6-4-2-3-5-6/h6H,2-5H2,1H3","<table aria-label=""Antoine Equation Parameters"" class=""data""><tr>
<th scope=""col"">Temperature (K)</th>
<th scope=""col"">A</th>
<th scope=""col"">B</th>
<th scope=""col"">C</th>
<th scope=""col"">Reference</th>
</tr>
<tr class=""exp""><td class=""right-nowrap"">288.18 to 345.78</td><td class=""right-nowrap"">3.98773</td><td class=""right-nowrap"">1186.059</td><td class=""right-nowrap"">-47.108</td><td style=""text-align: left;""><a href=""#ref-10"">Williamham, Taylor, et al., 1945</a></td></tr>
</table>",https://webbook.nist.gov/cgi/cbook.cgi?ID=C96377&Units=SI&Mask=4,C6H*O0F0,CC1CCCC1
CC1CCCC1,CC1CCCC1,"InChI=1S/C6H12/c1-6-4-2-3-5-6/h6H,2-5H2,1H3","<table aria-label=""Antoine Equation Parameters"" class=""data""><tr>
<th scope=""col"">Temperature (K)</th>
<th scope=""col"">A</th>
<th scope=""col"">B</th>
<th scope=""col"">C</th>
<th scope=""col"">Reference</th>
</tr>
<tr class=""exp""><td class=""right-nowrap"">288.18 to 345.78</td><td class=""right-nowrap"">3.98773</td><td class=""right-nowrap"">1186.059</td><td class=""right-nowrap"">-47.108</td><td style=""text-align: left;""><a href=""#ref-10"">Williamham, Taylor, et al., 1945</a></td></tr>
</table>",https://webbook.nist.gov/cgi/cbook.cgi?ID=C96377&Units=SI&Mask=4,C6H*O0F0,CC1CCCC1
CC1CCCC1,CC1CCCC1,"InChI=1S/C6H12/c1-6-4-2-3-5-6/h6H,2-5H2,1H3","<table aria-label=""Antoine Equation Parameters"" class=""data""><tr>
<th scope=""col"">Temperature (K)</th>
<th scope=""col"">A</th>
<th scope=""col"">B</th>
<th scope=""col"">C</th>
<th scope=""col"">Reference</th>
</tr>
<tr class=""exp""><td class=""right-nowrap"">288.18 to 345.78</td><td class=""right-nowrap"">3.98773</td><td class=""right-nowrap"">1186.059</td><td class=""right-nowrap"">-47.108</td><td style=""text-align: left;""><a href=""#ref-10"">Williamham, Taylor, et al., 1945</a></td></tr>
</table>",https://webbook.nist.gov/cgi/cbook.cgi?ID=C96377&Units=SI&Mask=4,C6H*O0F0,CC1CCCC1
CC1CCCC1,CC1CCCC1,"InChI=1S/C6H12/c1-6-4-2-3-5-6/h6H,2-5H2,1H3","<table aria-label=""Antoine Equation Parameters"" class=""data""><tr>
<th scope=""col"">Temperature (K)</th>
<th scope=""col"">A</th>
<th scope=""col"">B</th>
<th scope=""col"">C</th>
<th scope=""col"">Reference</th>
</tr>
<tr class=""exp""><td class=""right-nowrap"">288.18 to 345.78</td><td class=""right-nowrap"">3.98773</td><td class=""right-nowrap"">1186.059</td><td class=""right-nowrap"">-47.108</td><td style=""text-align: left;""><a href=""#ref-10"">Williamham, Taylor, et al., 1945</a></td></tr>
</table>",https://webbook.nist.gov/cgi/cbook.cgi?ID=C96377&Units=SI&Mask=4,C6H*O0F0,CC1CCCC1
CC1CCCC1,CC1CCCC1,"InChI=1S/C6H12/c1-6-4-2-3-5-6/h6H,2-5H2,1H3","<table aria-label=""Antoine Equation Parameters"" class=""data""><tr>
<th scope=""col"">Temperature (K)</th>
<th scope=""col"">A</th>
<th scope=""col"">B</th>
<th scope=""col"">C</th>
<th scope=""col"">Reference</th>
</tr>
<tr class=""exp""><td class=""right-nowrap"">288.18 to 345.78</td><td class=""right-nowrap"">3.98773</td><td class=""right-nowrap"">1186.059</td><td class=""right-nowrap"">-47.108</td><td style=""text-align: left;""><a href=""#ref-10"">Williamham, Taylor, et al., 1945</a></td></tr>
</table>",https://webbook.nist.gov/cgi/cbook.cgi?ID=C96377&Units=SI&Mask=4,C6H*O0F0,CC1CCCC1
CC1CCCC1,CC1CCCC1,"InChI=1S/C6H12/c1-6-4-2-3-5-6/h6H,2-5H2,1H3","<table aria-label=""Antoine Equation Parameters"" class=""data""><tr>
<th scope=""col"">Temperature (K)</th>
<th scope=""col"">A</th>
<th scope=""col"">B</th>
<th scope=""col"">C</th>
<th scope=""col"">Reference</th>
</tr>
<tr class=""exp""><td class=""right-nowrap"">288.18 to 345.78</td><td class=""right-nowrap"">3.98773</td><td class=""right-nowrap"">1186.059</td><td class=""right-nowrap"">-47.108</td><td style=""text-align: left;""><a href=""#ref-10"">Williamham, Taylor, et al., 1945</a></td></tr>
</table>",https://webbook.nist.gov/cgi/cbook.cgi?ID=C96377&Units=SI&Mask=4,C6H*O0F0,CC1CCCC1
CC1CCCC1,CC1CCCC1,"InChI=1S/C6H12/c1-6-4-2-3-5-6/h6H,2-5H2,1H3","<table aria-label=""Antoine Equation Parameters"" class=""data""><tr>
<th scope=""col"">Temperature (K)</th>
<th scope=""col"">A</th>
<th scope=""col"">B</th>
<th scope=""col"">C</th>
<th scope=""col"">Reference</th>
</tr>
<tr class=""exp""><td class=""right-nowrap"">288.18 to 345.78</td><td class=""right-nowrap"">3.98773</td><td class=""right-nowrap"">1186.059</td><td class=""right-nowrap"">-47.108</td><td style=""text-align: left;""><a href=""#ref-10"">Williamham, Taylor, et al., 1945</a></td></tr>
</table>",https://webbook.nist.gov/cgi/cbook.cgi?ID=C96377&Units=SI&Mask=4,C6H*O0F0,CC1CCCC1
CC1CCCC1,CC1CCCC1,"InChI=1S/C6H12/c1-6-4-2-3-5-6/h6H,2-5H2,1H3","<table aria-label=""Antoine Equation Parameters"" class=""data""><tr>
<th scope=""col"">Temperature (K)</th>
<th scope=""col"">A</th>
<th scope=""col"">B</th>
<th scope=""col"">C</th>
<th scope=""col"">Reference</th>
</tr>
<tr class=""exp""><td class=""right-nowrap"">288.18 to 345.78</td><td class=""right-nowrap"">3.98773</td><td class=""right-nowrap"">1186.059</td><td class=""right-nowrap"">-47.108</td><td style=""text-align: left;""><a href=""#ref-10"">Williamham, Taylor, et al., 1945</a></td></tr>
</table>",https://webbook.nist.gov/cgi/cbook.cgi?ID=C96377&Units=SI&Mask=4,C6H*O0F0,CC1CCCC1
CC1CCCC1,CC1CCCC1,"InChI=1S/C6H12/c1-6-4-2-3-5-6/h6H,2-5H2,1H3","<table aria-label=""Antoine Equation Parameters"" class=""data""><tr>
<th scope=""col"">Temperature (K)</th>
<th scope=""col"">A</th>
<th scope=""col"">B</th>
<th scope=""col"">C</th>
<th scope=""col"">Reference</th>
</tr>
<tr class=""exp""><td class=""right-nowrap"">288.18 to 345.78</td><td class=""right-nowrap"">3.98773</td><td class=""right-nowrap"">1186.059</td><td class=""right-nowrap"">-47.108</td><td style=""text-align: left;""><a href=""#ref-10"">Williamham, Taylor, et al., 1945</a></td></tr>
</table>",https://webbook.nist.gov/cgi/cbook.cgi?ID=C96377&Units=SI&Mask=4,C6H*O0F0,CC1CCCC1
CC1CCCC1,CC1CCCC1,"InChI=1S/C6H12/c1-6-4-2-3-5-6/h6H,2-5H2,1H3","<table aria-label=""Antoine Equation Parameters"" class=""data""><tr>
<th scope=""col"">Temperature (K)</th>
<th scope=""col"">A</th>
<th scope=""col"">B</th>
<th scope=""col"">C</th>
<th scope=""col"">Reference</th>
</tr>
<tr class=""exp""><td class=""right-nowrap"">288.18 to 345.78</td><td class=""right-nowrap"">3.98773</td><td class=""right-nowrap"">1186.059</td><td class=""right-nowrap"">-47.108</td><td style=""text-align: left;""><a href=""#ref-10"">Williamham, Taylor, et al., 1945</a></td></tr>
</table>",https://webbook.nist.gov/cgi/cbook.cgi?ID=C96377&Units=SI&Mask=4,C6H*O0F0,CC1CCCC1
CC1CCCC1,CC1CCCC1,"InChI=1S/C6H12/c1-6-4-2-3-5-6/h6H,2-5H2,1H3","<table aria-label=""Antoine Equation Parameters"" class=""data""><tr>
<th scope=""col"">Temperature (K)</th>
<th scope=""col"">A</th>
<th scope=""col"">B</th>
<th scope=""col"">C</th>
<th scope=""col"">Reference</th>
</tr>
<tr class=""exp""><td class=""right-nowrap"">288.18 to 345.78</td><td class=""right-nowrap"">3.98773</td><td class=""right-nowrap"">1186.059</td><td class=""right-nowrap"">-47.108</td><td style=""text-align: left;""><a href=""#ref-10"">Williamham, Taylor, et al., 1945</a></td></tr>
</table>",https://webbook.nist.gov/cgi/cbook.cgi?ID=C96377&Units=SI&Mask=4,C6H*O0F0,CC1CCCC1
CC1CCCC1,CC1CCCC1,"InChI=1S/C6H12/c1-6-4-2-3-5-6/h6H,2-5H2,1H3","<table aria-label=""Antoine Equation Parameters"" class=""data""><tr>
<th scope=""col"">Temperature (K)</th>
<th scope=""col"">A</th>
<th scope=""col"">B</th>
<th scope=""col"">C</th>
<th scope=""col"">Reference</th>
</tr>
<tr class=""exp""><td class=""right-nowrap"">288.18 to 345.78</td><td class=""right-nowrap"">3.98773</td><td class=""right-nowrap"">1186.059</td><td class=""right-nowrap"">-47.108</td><td style=""text-align: left;""><a href=""#ref-10"">Williamham, Taylor, et al., 1945</a></td></tr>
</table>",https://webbook.nist.gov/cgi/cbook.cgi?ID=C96377&Units=SI&Mask=4,C6H*O0F0,CC1CCCC1
